locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCENDCBF_00071	CDS	432	psiB_1			Protein PsiB
MCENDCBF_00072	CDS	729				hypothetical protein
MCENDCBF_00073	CDS	327				hypothetical protein
MCENDCBF_00074	CDS	375				hypothetical protein
MCENDCBF_00075	CDS	186	flmA			Stable plasmid inheritance protein
MCENDCBF_00076	CDS	273				hypothetical protein
MCENDCBF_00077	CDS	351				hypothetical protein
MCENDCBF_00078	CDS	318				hypothetical protein
MCENDCBF_00079	CDS	357				hypothetical protein
MCENDCBF_00080	CDS	213				hypothetical protein
MCENDCBF_00081	CDS	225				hypothetical protein
MCENDCBF_00082	CDS	321				hypothetical protein
MCENDCBF_00083	CDS	279	higA1		COG1396	Antitoxin HigA1
MCENDCBF_00084	CDS	108	higA		COG5499	Antitoxin HigA
MCENDCBF_00085	CDS	822				hypothetical protein
MCENDCBF_00086	CDS	315				hypothetical protein
MCENDCBF_00087	CDS	486				hypothetical protein
MCENDCBF_00088	CDS	384	traM			Relaxosome protein TraM
MCENDCBF_00089	CDS	738	traJ			Protein TraJ
MCENDCBF_00090	CDS	369	traA			Pilin
MCENDCBF_00091	CDS	306				hypothetical protein
MCENDCBF_00092	CDS	567				hypothetical protein
MCENDCBF_00093	CDS	741				hypothetical protein
MCENDCBF_00094	CDS	1425				hypothetical protein
MCENDCBF_00095	CDS	585	traV			Protein TraV
MCENDCBF_00096	CDS	219				hypothetical protein
MCENDCBF_00097	CDS	312				hypothetical protein
MCENDCBF_00098	CDS	405				hypothetical protein
MCENDCBF_00099	CDS	393				hypothetical protein
MCENDCBF_00100	CDS	2640	traC			Protein TraC
MCENDCBF_00101	CDS	390				hypothetical protein
MCENDCBF_00102	CDS	636				hypothetical protein
MCENDCBF_00103	CDS	402				hypothetical protein
MCENDCBF_00104	CDS	990				hypothetical protein
MCENDCBF_00105	CDS	639				hypothetical protein
MCENDCBF_00106	CDS	1956				hypothetical protein
MCENDCBF_00107	CDS	255				hypothetical protein
MCENDCBF_00108	CDS	267				hypothetical protein
MCENDCBF_00109	CDS	327				hypothetical protein
MCENDCBF_00110	CDS	753				hypothetical protein
MCENDCBF_00111	CDS	240	traQ			Protein TraQ
MCENDCBF_00112	CDS	558				hypothetical protein
MCENDCBF_00113	CDS	444				hypothetical protein
MCENDCBF_00114	CDS	1368				hypothetical protein
MCENDCBF_00115	CDS	2850				hypothetical protein
MCENDCBF_00116	CDS	540	traS			Protein TraS
MCENDCBF_00117	CDS	732	ylpA			Lipoprotein YlpA
MCENDCBF_00118	CDS	690				hypothetical protein
MCENDCBF_00119	CDS	2313	traD			Coupling protein TraD
MCENDCBF_00120	CDS	5262	traI			Multifunctional conjugation protein TraI
MCENDCBF_00121	CDS	435				hypothetical protein
MCENDCBF_00122	CDS	594	finO			Fertility inhibition protein
MCENDCBF_00123	CDS	597				hypothetical protein
MCENDCBF_00124	CDS	645				hypothetical protein
MCENDCBF_00125	CDS	651				hypothetical protein
MCENDCBF_00126	CDS	309				hypothetical protein
MCENDCBF_00127	CDS	861	bla_1	3.5.2.6		Beta-lactamase TEM
MCENDCBF_00128	CDS	558	tnpR_1			Transposon Tn3 resolvase
MCENDCBF_00129	CDS	153				hypothetical protein
MCENDCBF_00130	CDS	429				hypothetical protein
MCENDCBF_00131	CDS	705				hypothetical protein
MCENDCBF_00132	CDS	438				hypothetical protein
MCENDCBF_00133	CDS	402	tnpR_2			Transposon Tn3 resolvase
MCENDCBF_00134	CDS	705				hypothetical protein
MCENDCBF_00135	CDS	561				hypothetical protein
MCENDCBF_00136	CDS	279				hypothetical protein
MCENDCBF_00137	CDS	423	klcA_2			Antirestriction protein KlcA
MCENDCBF_00138	CDS	156				hypothetical protein
MCENDCBF_00139	CDS	297				hypothetical protein
MCENDCBF_00140	CDS	981				hypothetical protein
MCENDCBF_00141	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
MCENDCBF_00142	CDS	417				hypothetical protein
MCENDCBF_00143	CDS	705				hypothetical protein
MCENDCBF_00144	CDS	564	htrC			Heat shock protein C
MCENDCBF_00145	CDS	129				hypothetical protein
MCENDCBF_00146	CDS	981				hypothetical protein
MCENDCBF_00147	CDS	408	rnt	3.1.13.-		Ribonuclease T
MCENDCBF_00148	CDS	396				hypothetical protein
MCENDCBF_00149	CDS	612				hypothetical protein
MCENDCBF_00150	CDS	951	rpnA	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
MCENDCBF_00151	CDS	201				hypothetical protein
MCENDCBF_00152	CDS	633	bin3			Putative transposon Tn552 DNA-invertase bin3
MCENDCBF_00153	CDS	1206	parA			Plasmid partition protein A
MCENDCBF_00154	CDS	972	virB		COG1475	Virulence regulon transcriptional activator VirB
MCENDCBF_00155	CDS	1272	umuC_2		COG0389	Protein UmuC
MCENDCBF_00156	CDS	423	umuD_2	3.4.21.-	COG1974	Protein UmuD
MCENDCBF_00157	CDS	672	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
MCENDCBF_00158	CDS	678	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
MCENDCBF_00159	CDS	222				hypothetical protein
MCENDCBF_00160	CDS	420				hypothetical protein
MCENDCBF_00161	CDS	780				hypothetical protein
MCENDCBF_00162	CDS	507				hypothetical protein
MCENDCBF_00163	CDS	192				hypothetical protein
MCENDCBF_00164	CDS	261	holE_2	2.7.7.7		DNA polymerase III subunit theta
MCENDCBF_00165	CDS	153				hypothetical protein
MCENDCBF_00166	CDS	303				hypothetical protein
MCENDCBF_00167	CDS	231				hypothetical protein
MCENDCBF_00168	CDS	663	spo0C_2		COG1475	Chromosome-partitioning protein Spo0J
MCENDCBF_00169	CDS	1299				hypothetical protein
MCENDCBF_00170	CDS	432	psiB_2			Protein PsiB
MCENDCBF_00171	CDS	729				hypothetical protein
MCENDCBF_00172	CDS	324				hypothetical protein
MCENDCBF_00173	CDS	360				hypothetical protein
MCENDCBF_00174	CDS	375				hypothetical protein
MCENDCBF_00175	CDS	705				hypothetical protein
MCENDCBF_00176	CDS	837				hypothetical protein
MCENDCBF_00177	CDS	804	neo_2	2.7.1.95		Aminoglycoside 3'-phosphotransferase
MCENDCBF_00178	CDS	816	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
MCENDCBF_00179	CDS	849				hypothetical protein
MCENDCBF_00180	CDS	708	repA_2			Regulatory protein RepA
MCENDCBF_00181	CDS	705				hypothetical protein
MCENDCBF_00182	CDS	570				hypothetical protein
MCENDCBF_00183	CDS	543				hypothetical protein
MCENDCBF_00184	CDS	309				hypothetical protein
MCENDCBF_00185	CDS	237				hypothetical protein
MCENDCBF_00186	CDS	555	pld	3.1.4.4		Phospholipase D
MCENDCBF_00187	CDS	258				hypothetical protein
