locus_tag	ftype	length_bp	gene	EC_number	COG	product
NAEAGNKB_00042	CDS	3189				hypothetical protein
NAEAGNKB_00043	CDS	873				hypothetical protein
NAEAGNKB_00044	CDS	1785	uvrD	3.6.4.12	COG0210	DNA helicase II
NAEAGNKB_00045	CDS	873				hypothetical protein
NAEAGNKB_00046	CDS	378				hypothetical protein
NAEAGNKB_00047	CDS	978				hypothetical protein
NAEAGNKB_00048	CDS	1059	nirQ		COG0714	Denitrification regulatory protein NirQ
NAEAGNKB_00049	CDS	174				hypothetical protein
NAEAGNKB_00050	CDS	1128				hypothetical protein
NAEAGNKB_00051	CDS	2007				hypothetical protein
NAEAGNKB_00052	CDS	222				hypothetical protein
NAEAGNKB_00053	CDS	1233				hypothetical protein
NAEAGNKB_00054	CDS	522				hypothetical protein
NAEAGNKB_00055	CDS	879				hypothetical protein
NAEAGNKB_00056	CDS	936				hypothetical protein
NAEAGNKB_00057	CDS	921				hypothetical protein
NAEAGNKB_00058	CDS	939				hypothetical protein
NAEAGNKB_00059	CDS	957				hypothetical protein
NAEAGNKB_00060	CDS	276				hypothetical protein
NAEAGNKB_00061	CDS	249				hypothetical protein
NAEAGNKB_00062	CDS	831				hypothetical protein
NAEAGNKB_00063	CDS	264				hypothetical protein
NAEAGNKB_00064	CDS	258				hypothetical protein
NAEAGNKB_00065	CDS	537				hypothetical protein
NAEAGNKB_00066	CDS	447				hypothetical protein
NAEAGNKB_00067	CDS	963				hypothetical protein
NAEAGNKB_00068	CDS	906				hypothetical protein
NAEAGNKB_00069	CDS	330				hypothetical protein
NAEAGNKB_00070	CDS	1176				hypothetical protein
NAEAGNKB_00071	CDS	213	hha			Hemolysin expression-modulating protein Hha
NAEAGNKB_00072	CDS	1083				hypothetical protein
NAEAGNKB_00073	CDS	1554				hypothetical protein
NAEAGNKB_00074	CDS	1638				hypothetical protein
NAEAGNKB_00075	CDS	1041				hypothetical protein
NAEAGNKB_00076	CDS	639				hypothetical protein
NAEAGNKB_00077	CDS	642	yceD_1		COG2310	General stress protein 16U
NAEAGNKB_00078	CDS	639				hypothetical protein
NAEAGNKB_00079	CDS	162				hypothetical protein
NAEAGNKB_00080	CDS	468				hypothetical protein
NAEAGNKB_00081	CDS	1209				hypothetical protein
NAEAGNKB_00082	CDS	957				hypothetical protein
NAEAGNKB_00083	CDS	1080	stiP	3.4.22.-		Cysteine protease StiP
NAEAGNKB_00084	CDS	774				hypothetical protein
NAEAGNKB_00085	CDS	1143				hypothetical protein
NAEAGNKB_00086	CDS	1059				hypothetical protein
NAEAGNKB_00087	CDS	582	yceD_2		COG2310	General stress protein 16U
NAEAGNKB_00088	CDS	1158	yceD_3		COG2310	General stress protein 16U
NAEAGNKB_00089	CDS	456				hypothetical protein
NAEAGNKB_00090	CDS	1041	alx		COG0861	Putative membrane-bound redox modulator Alx
NAEAGNKB_00091	CDS	579	yceD_4		COG2310	General stress protein 16U
NAEAGNKB_00092	CDS	576	yceD_5		COG2310	General stress protein 16U
NAEAGNKB_00093	CDS	1242	yceD_6		COG2310	General stress protein 16U
NAEAGNKB_00094	CDS	330				hypothetical protein
NAEAGNKB_00095	CDS	1209				hypothetical protein
NAEAGNKB_00096	CDS	192				hypothetical protein
NAEAGNKB_00097	CDS	342				hypothetical protein
NAEAGNKB_00098	CDS	201				hypothetical protein
NAEAGNKB_00099	CDS	312	rep	3.6.4.12		ATP-dependent DNA helicase Rep
NAEAGNKB_00100	CDS	1005				hypothetical protein
NAEAGNKB_00101	CDS	558	hin_1		COG1961	DNA-invertase hin
NAEAGNKB_00102	CDS	372				hypothetical protein
NAEAGNKB_00103	CDS	501				hypothetical protein
NAEAGNKB_00104	CDS	309				hypothetical protein
NAEAGNKB_00105	CDS	396				hypothetical protein
NAEAGNKB_00106	CDS	402				hypothetical protein
NAEAGNKB_00107	CDS	291				hypothetical protein
NAEAGNKB_00108	CDS	2886				hypothetical protein
NAEAGNKB_00109	CDS	615	hin_2		COG1961	DNA-invertase hin
NAEAGNKB_00110	CDS	804	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
NAEAGNKB_00111	CDS	837				hypothetical protein
NAEAGNKB_00112	CDS	1038	xerD_1		COG4974	Tyrosine recombinase XerD
NAEAGNKB_00113	CDS	498	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
NAEAGNKB_00114	CDS	804	bla_1	3.5.2.6		Beta-lactamase OXA-10
NAEAGNKB_00115	CDS	780	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
NAEAGNKB_00116	CDS	348	emrE		COG2076	Multidrug transporter EmrE
NAEAGNKB_00117	CDS	840	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NAEAGNKB_00118	CDS	501				hypothetical protein
NAEAGNKB_00119	CDS	510				hypothetical protein
NAEAGNKB_00120	CDS	822				hypothetical protein
NAEAGNKB_00121	CDS	285				hypothetical protein
NAEAGNKB_00122	CDS	1578				hypothetical protein
NAEAGNKB_00123	CDS	213				hypothetical protein
NAEAGNKB_00124	CDS	600				hypothetical protein
NAEAGNKB_00125	CDS	1005				hypothetical protein
NAEAGNKB_00126	CDS	1761	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
NAEAGNKB_00127	CDS	987				hypothetical protein
NAEAGNKB_00128	CDS	135				hypothetical protein
NAEAGNKB_00129	CDS	393				hypothetical protein
NAEAGNKB_00130	CDS	657				hypothetical protein
NAEAGNKB_00131	CDS	312				hypothetical protein
NAEAGNKB_00132	CDS	1209				hypothetical protein
NAEAGNKB_00133	CDS	417	tetD			Transposon Tn10 TetD protein
NAEAGNKB_00134	CDS	669	tetC			Transposon Tn10 TetC protein
NAEAGNKB_00135	CDS	1206	tetA			Tetracycline resistance protein, class B
NAEAGNKB_00136	CDS	624	tetR			Tetracycline repressor protein class B from transposon Tn10
NAEAGNKB_00137	CDS	687	cmtR		COG0640	HTH-type transcriptional regulator CmtR
NAEAGNKB_00138	CDS	387				hypothetical protein
NAEAGNKB_00139	CDS	321	yqjZ		COG2329	putative protein YqjZ
NAEAGNKB_00140	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
NAEAGNKB_00141	CDS	126				hypothetical protein
NAEAGNKB_00142	CDS	1209				hypothetical protein
NAEAGNKB_00143	CDS	498				hypothetical protein
NAEAGNKB_00144	CDS	1389				hypothetical protein
NAEAGNKB_00145	CDS	297				hypothetical protein
NAEAGNKB_00146	CDS	1326	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
NAEAGNKB_00147	CDS	207				hypothetical protein
NAEAGNKB_00148	CDS	411				hypothetical protein
NAEAGNKB_00149	CDS	816				hypothetical protein
NAEAGNKB_00150	CDS	426				hypothetical protein
NAEAGNKB_00151	CDS	309				hypothetical protein
NAEAGNKB_00152	CDS	858				hypothetical protein
NAEAGNKB_00153	CDS	204				hypothetical protein
NAEAGNKB_00154	CDS	405	hns		COG2916	DNA-binding protein H-NS, plasmid
NAEAGNKB_00155	CDS	138				hypothetical protein
NAEAGNKB_00156	CDS	342				hypothetical protein
NAEAGNKB_00157	CDS	237				hypothetical protein
NAEAGNKB_00158	CDS	456				hypothetical protein
NAEAGNKB_00159	CDS	981				hypothetical protein
NAEAGNKB_00160	CDS	624				hypothetical protein
NAEAGNKB_00161	CDS	381				hypothetical protein
NAEAGNKB_00162	CDS	936				hypothetical protein
NAEAGNKB_00163	CDS	2058				hypothetical protein
NAEAGNKB_00164	CDS	705				hypothetical protein
NAEAGNKB_00165	CDS	411				hypothetical protein
NAEAGNKB_00166	CDS	765	xerD_2		COG4974	Tyrosine recombinase XerD
NAEAGNKB_00167	CDS	678				hypothetical protein
NAEAGNKB_00168	CDS	624				hypothetical protein
NAEAGNKB_00169	CDS	696				hypothetical protein
NAEAGNKB_00170	CDS	285				hypothetical protein
NAEAGNKB_00171	CDS	825			COG1192	putative protein
NAEAGNKB_00172	CDS	936				hypothetical protein
NAEAGNKB_00173	CDS	132				hypothetical protein
NAEAGNKB_00174	CDS	330				hypothetical protein
NAEAGNKB_00175	CDS	1830				hypothetical protein
NAEAGNKB_00176	CDS	2688				putative protein
NAEAGNKB_00177	CDS	831				hypothetical protein
NAEAGNKB_00178	CDS	363				hypothetical protein
NAEAGNKB_00179	CDS	714	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
NAEAGNKB_00180	CDS	267	flhD			Flagellar transcriptional regulator FlhD
NAEAGNKB_00181	CDS	147				hypothetical protein
NAEAGNKB_00182	CDS	1977	uvrB		COG0556	UvrABC system protein B
NAEAGNKB_00183	CDS	276	frmR_1		COG1937	Transcriptional repressor FrmR
NAEAGNKB_00184	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
NAEAGNKB_00185	CDS	399				hypothetical protein
NAEAGNKB_00186	CDS	1335				hypothetical protein
NAEAGNKB_00187	CDS	831		3.1.2.12	COG0627	S-formylglutathione hydrolase
NAEAGNKB_00188	CDS	1311	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
NAEAGNKB_00189	CDS	2652	uvrA		COG0178	UvrABC system protein A
NAEAGNKB_00190	CDS	432				hypothetical protein
NAEAGNKB_00191	CDS	276	frmR_2		COG1937	Transcriptional repressor FrmR
NAEAGNKB_00192	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
NAEAGNKB_00193	CDS	147				hypothetical protein
NAEAGNKB_00194	CDS	1011	appB	1.10.3.10	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
NAEAGNKB_00195	CDS	1410	cydA	1.10.3.14	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
NAEAGNKB_00196	CDS	156				hypothetical protein
NAEAGNKB_00197	CDS	192				hypothetical protein
NAEAGNKB_00198	CDS	381				hypothetical protein
NAEAGNKB_00199	CDS	204				hypothetical protein
NAEAGNKB_00200	CDS	291				hypothetical protein
NAEAGNKB_00201	CDS	1038				hypothetical protein
NAEAGNKB_00202	CDS	264				hypothetical protein
NAEAGNKB_00203	CDS	567				hypothetical protein
NAEAGNKB_00204	CDS	870				putative protein
NAEAGNKB_00205	CDS	216				hypothetical protein
NAEAGNKB_00206	CDS	378				hypothetical protein
NAEAGNKB_00207	CDS	165				hypothetical protein
NAEAGNKB_00208	CDS	369				hypothetical protein
NAEAGNKB_00209	CDS	168				hypothetical protein
NAEAGNKB_00210	CDS	1368	qseC	2.7.13.3		Sensor protein QseC
NAEAGNKB_00211	CDS	639	qseB			Transcriptional regulatory protein QseB
NAEAGNKB_00212	CDS	777				hypothetical protein
NAEAGNKB_00213	CDS	504				hypothetical protein
NAEAGNKB_00214	CDS	570				hypothetical protein
NAEAGNKB_00215	CDS	705				hypothetical protein
NAEAGNKB_00216	CDS	477				hypothetical protein
NAEAGNKB_00217	CDS	1620	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
NAEAGNKB_00218	CDS	969				hypothetical protein
NAEAGNKB_00219	CDS	1347	cusS	2.7.13.3	COG0642	Sensor kinase CusS
NAEAGNKB_00220	CDS	435	pcoE			putative copper-binding protein PcoE
NAEAGNKB_00221	CDS	1116	rcnA		COG2215	Nickel/cobalt efflux system RcnA
NAEAGNKB_00222	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
NAEAGNKB_00223	CDS	819				hypothetical protein
NAEAGNKB_00224	CDS	1206	smc			Chromosome partition protein Smc
NAEAGNKB_00225	CDS	204				hypothetical protein
NAEAGNKB_00226	CDS	1320				hypothetical protein
NAEAGNKB_00227	CDS	168				hypothetical protein
NAEAGNKB_00228	CDS	1428	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
NAEAGNKB_00229	CDS	516	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
NAEAGNKB_00230	CDS	954				hypothetical protein
NAEAGNKB_00231	CDS	315				hypothetical protein
NAEAGNKB_00232	CDS	258				hypothetical protein
NAEAGNKB_00233	CDS	234				hypothetical protein
NAEAGNKB_00234	CDS	111				hypothetical protein
NAEAGNKB_00235	CDS	255				hypothetical protein
NAEAGNKB_00236	CDS	288				hypothetical protein
NAEAGNKB_00237	CDS	198				hypothetical protein
NAEAGNKB_00238	CDS	276				hypothetical protein
NAEAGNKB_00239	CDS	1479	bicA		COG0659	Bicarbonate transporter BicA
NAEAGNKB_00240	CDS	828				hypothetical protein
NAEAGNKB_00241	CDS	426	arsC	1.20.4.1		Arsenate reductase
NAEAGNKB_00242	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
NAEAGNKB_00243	CDS	321	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
NAEAGNKB_00244	CDS	705	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
NAEAGNKB_00245	CDS	1404				hypothetical protein
NAEAGNKB_00246	CDS	318				hypothetical protein
NAEAGNKB_00247	CDS	306				hypothetical protein
NAEAGNKB_00248	CDS	672				hypothetical protein
NAEAGNKB_00249	CDS	177				hypothetical protein
NAEAGNKB_00250	CDS	408				hypothetical protein
NAEAGNKB_00251	CDS	426				hypothetical protein
NAEAGNKB_00252	CDS	753				hypothetical protein
NAEAGNKB_00253	CDS	276				hypothetical protein
NAEAGNKB_00254	CDS	219				hypothetical protein
NAEAGNKB_00255	CDS	492				hypothetical protein
NAEAGNKB_00256	CDS	240				hypothetical protein
NAEAGNKB_00257	CDS	1716	xerD_3		COG4974	Tyrosine recombinase XerD
NAEAGNKB_00258	CDS	3030				hypothetical protein
NAEAGNKB_00259	CDS	1026				hypothetical protein
NAEAGNKB_00260	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
NAEAGNKB_00261	CDS	339				hypothetical protein
NAEAGNKB_00262	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
NAEAGNKB_00263	CDS	1320				hypothetical protein
NAEAGNKB_00264	CDS	177				hypothetical protein
NAEAGNKB_00265	CDS	3336				hypothetical protein
NAEAGNKB_00266	CDS	354				hypothetical protein
NAEAGNKB_00267	CDS	555				hypothetical protein
NAEAGNKB_00268	CDS	378				hypothetical protein
NAEAGNKB_00269	CDS	216				hypothetical protein
NAEAGNKB_00270	CDS	435	umuD	3.4.21.-	COG1974	Protein UmuD
NAEAGNKB_00271	CDS	1254	umuC		COG0389	Protein UmuC
NAEAGNKB_00272	CDS	810				hypothetical protein
NAEAGNKB_00273	CDS	612				hypothetical protein
NAEAGNKB_00274	CDS	423				hypothetical protein
NAEAGNKB_00275	CDS	393				hypothetical protein
NAEAGNKB_00276	CDS	750	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
NAEAGNKB_00277	CDS	540				hypothetical protein
NAEAGNKB_00278	CDS	558				hypothetical protein
NAEAGNKB_00279	CDS	1062				hypothetical protein
NAEAGNKB_00280	CDS	507				hypothetical protein
NAEAGNKB_00281	CDS	1209				hypothetical protein
NAEAGNKB_00282	CDS	3951				hypothetical protein
NAEAGNKB_00283	CDS	1416				hypothetical protein
NAEAGNKB_00284	CDS	1047				hypothetical protein
NAEAGNKB_00285	CDS	513				hypothetical protein
NAEAGNKB_00286	CDS	801				hypothetical protein
NAEAGNKB_00287	CDS	486				hypothetical protein
NAEAGNKB_00288	CDS	738				hypothetical protein
NAEAGNKB_00289	CDS	3147				hypothetical protein
NAEAGNKB_00290	CDS	2085				hypothetical protein
NAEAGNKB_00291	CDS	1110				hypothetical protein
NAEAGNKB_00292	CDS	663				hypothetical protein
NAEAGNKB_00293	CDS	1182	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
NAEAGNKB_00294	CDS	456				hypothetical protein
NAEAGNKB_00295	CDS	396				hypothetical protein
NAEAGNKB_00296	CDS	837				hypothetical protein
NAEAGNKB_00297	CDS	258				hypothetical protein
NAEAGNKB_00298	CDS	354				hypothetical protein
NAEAGNKB_00299	CDS	285				hypothetical protein
NAEAGNKB_00300	CDS	300				hypothetical protein
NAEAGNKB_00301	CDS	369				hypothetical protein
NAEAGNKB_00302	CDS	537				hypothetical protein
NAEAGNKB_00303	CDS	438				hypothetical protein
NAEAGNKB_00304	CDS	297				hypothetical protein
NAEAGNKB_00305	CDS	702				hypothetical protein
NAEAGNKB_00306	CDS	282				hypothetical protein
NAEAGNKB_00307	CDS	1185				hypothetical protein
NAEAGNKB_00308	CDS	177				hypothetical protein
NAEAGNKB_00309	CDS	945				hypothetical protein
NAEAGNKB_00310	CDS	600				hypothetical protein
NAEAGNKB_00311	CDS	351				hypothetical protein
NAEAGNKB_00312	CDS	204				hypothetical protein
NAEAGNKB_00313	CDS	321				hypothetical protein
NAEAGNKB_00314	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
NAEAGNKB_00315	CDS	240	relB		COG3077	Antitoxin RelB
NAEAGNKB_00316	CDS	924	fieF		COG0053	Ferrous-iron efflux pump FieF
NAEAGNKB_00317	CDS	573				hypothetical protein
NAEAGNKB_00318	CDS	213				hypothetical protein
NAEAGNKB_00319	CDS	1239				hypothetical protein
NAEAGNKB_00320	CDS	1341				hypothetical protein
NAEAGNKB_00321	CDS	606				hypothetical protein
NAEAGNKB_00322	CDS	282				hypothetical protein
NAEAGNKB_00323	CDS	177				hypothetical protein
NAEAGNKB_00324	CDS	312				hypothetical protein
NAEAGNKB_00325	CDS	201				hypothetical protein
NAEAGNKB_00326	CDS	225				hypothetical protein
NAEAGNKB_00327	CDS	204				hypothetical protein
NAEAGNKB_00328	CDS	294				hypothetical protein
NAEAGNKB_00329	CDS	492				hypothetical protein
NAEAGNKB_00330	CDS	312				hypothetical protein
NAEAGNKB_00331	CDS	321				hypothetical protein
NAEAGNKB_00332	CDS	228				hypothetical protein
NAEAGNKB_00333	CDS	894				hypothetical protein
NAEAGNKB_00334	CDS	1113				TelA-like protein
NAEAGNKB_00335	CDS	786				hypothetical protein
NAEAGNKB_00336	CDS	132				hypothetical protein
NAEAGNKB_00337	CDS	609				hypothetical protein
NAEAGNKB_00338	CDS	534				hypothetical protein
NAEAGNKB_00339	CDS	969				hypothetical protein
NAEAGNKB_00340	CDS	789				Zinc-type alcohol dehydrogenase-like protein
NAEAGNKB_00341	CDS	339				hypothetical protein
NAEAGNKB_00342	CDS	1149	lacI		COG1609	Lactose operon repressor
NAEAGNKB_00343	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
NAEAGNKB_00344	CDS	1254	lacY			Lactose permease
NAEAGNKB_00345	CDS	171	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
NAEAGNKB_00346	CDS	357				hypothetical protein
NAEAGNKB_00347	CDS	405				hypothetical protein
NAEAGNKB_00348	CDS	348				hypothetical protein
NAEAGNKB_00349	CDS	1539				hypothetical protein
NAEAGNKB_00350	CDS	1719				hypothetical protein
NAEAGNKB_00351	CDS	1767				hypothetical protein
NAEAGNKB_00352	CDS	1248	xerC			Tyrosine recombinase XerC
NAEAGNKB_00353	CDS	636				hypothetical protein
NAEAGNKB_00354	CDS	1053				hypothetical protein
NAEAGNKB_00355	CDS	450				hypothetical protein
NAEAGNKB_00356	CDS	732				hypothetical protein
NAEAGNKB_00357	CDS	258				hypothetical protein
NAEAGNKB_00358	CDS	327				hypothetical protein
NAEAGNKB_00359	CDS	321				hypothetical protein
NAEAGNKB_00360	CDS	1251	pvuIIM	2.1.1.113		Modification methylase PvuII
NAEAGNKB_00361	CDS	609	speE	2.5.1.16		Polyamine aminopropyltransferase
NAEAGNKB_00362	CDS	258				hypothetical protein
NAEAGNKB_00363	CDS	429				hypothetical protein
NAEAGNKB_00364	CDS	378				hypothetical protein
NAEAGNKB_00365	CDS	1182				hypothetical protein
NAEAGNKB_00366	CDS	297	higB-1		COG3549	Toxin HigB-1
NAEAGNKB_00367	CDS	471				hypothetical protein
NAEAGNKB_00368	CDS	2391				hypothetical protein
NAEAGNKB_00369	CDS	252				hypothetical protein
NAEAGNKB_00370	CDS	189				hypothetical protein
NAEAGNKB_00371	CDS	258				hypothetical protein
NAEAGNKB_00372	CDS	432				hypothetical protein
NAEAGNKB_00373	CDS	525				hypothetical protein
NAEAGNKB_00374	CDS	765				hypothetical protein
NAEAGNKB_00375	CDS	762	taqIM	2.1.1.72	COG0827	Modification methylase TaqI
NAEAGNKB_00376	CDS	264				hypothetical protein
NAEAGNKB_00377	CDS	588				hypothetical protein
NAEAGNKB_00378	CDS	132				hypothetical protein
NAEAGNKB_00379	CDS	2421				hypothetical protein
NAEAGNKB_00380	CDS	657				hypothetical protein
NAEAGNKB_00381	CDS	1089	repB_2			RepFIB replication protein A
NAEAGNKB_00382	CDS	2457				hypothetical protein
NAEAGNKB_00383	CDS	627				hypothetical protein
NAEAGNKB_00384	CDS	282				hypothetical protein
NAEAGNKB_00385	CDS	456				hypothetical protein
NAEAGNKB_00386	CDS	177				hypothetical protein
NAEAGNKB_00387	CDS	1692				hypothetical protein
NAEAGNKB_00388	CDS	255				hypothetical protein
NAEAGNKB_00389	CDS	1164				hypothetical protein
NAEAGNKB_00390	CDS	813	dam	2.1.1.72	COG0338	DNA adenine methylase
NAEAGNKB_00391	CDS	855				hypothetical protein
NAEAGNKB_00392	CDS	717				hypothetical protein
NAEAGNKB_00393	CDS	201				hypothetical protein
NAEAGNKB_00394	CDS	1053				hypothetical protein
